make -C bluesim --no-print-directory run
LD_PRELOAD=libSegFault.so SEGFAULT_USE_ALTSTACK=1 SEGFAULT_OUTPUT_NAME=bin/bsimexe-segv-output.txt  ./bin/ubuntu.exe ; retcode=$?; exit $retcode
Start testbench:
XsimTop starting
pc:000006dc inst:(00050613) expanded: addi r12 = r10 0x0

Cycle       1658 ----------------------------------------------------
pc:000006e0 inst:(00000513) expanded: addi r10 = r 0 0x0

Cycle       1659 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1660 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1661 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1662 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1663 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1664 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1665 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1666 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1667 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1668 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1669 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1670 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1671 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1672 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1673 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1674 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1675 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1676 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1677 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1678 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1679 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1680 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1681 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1682 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1683 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1684 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1685 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1686 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       1687 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1688 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1689 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1690 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1691 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1692 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1693 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1694 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1695 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1696 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1697 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1698 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1699 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1700 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1701 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1702 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       1703 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1704 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1705 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1706 ----------------------------------------------------
pc:000006fc inst:(00008067) expanded: jalr r 0 [r 1 0x0]

Cycle       1707 ----------------------------------------------------
pc:0000076c inst:(00a92023) expanded: sw [r18 0x0] = r10

Cycle       1708 ----------------------------------------------------
pc:00000770 inst:(00490913) expanded: addi r18 = r18 0x4

Cycle       1709 ----------------------------------------------------
pc:00000774 inst:(ff3412e3) expanded: bne r 8 r19 0xffffffe4

Cycle       1710 ----------------------------------------------------
pc:00000758 inst:(0004a583) expanded: lw r11 = [r 9 0x0]

Cycle       1711 ----------------------------------------------------
pc:0000075c inst:(00042503) expanded: lw r10 = [r 8 0x0]

Cycle       1712 ----------------------------------------------------
pc:00000760 inst:(00440413) expanded: addi r 8 = r 8 0x4

Cycle       1713 ----------------------------------------------------
pc:00000764 inst:(00448493) expanded: addi r 9 = r 9 0x4

Cycle       1714 ----------------------------------------------------
pc:00000768 inst:(f75ff0ef) expanded: jal r 1 0xffffff74

Cycle       1715 ----------------------------------------------------
pc:000006dc inst:(00050613) expanded: addi r12 = r10 0x0

Cycle       1716 ----------------------------------------------------
pc:000006e0 inst:(00000513) expanded: addi r10 = r 0 0x0

Cycle       1717 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1718 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1719 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1720 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1721 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1722 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1723 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1724 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1725 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1726 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1727 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1728 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1729 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1730 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1731 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1732 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1733 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1734 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1735 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1736 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1737 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1738 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1739 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1740 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1741 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1742 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1743 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1744 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1745 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1746 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1747 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1748 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1749 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       1750 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1751 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1752 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1753 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1754 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1755 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       1756 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1757 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1758 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1759 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1760 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1761 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1762 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1763 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1764 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1765 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1766 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       1767 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1768 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1769 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1770 ----------------------------------------------------
pc:000006fc inst:(00008067) expanded: jalr r 0 [r 1 0x0]

Cycle       1771 ----------------------------------------------------
pc:0000076c inst:(00a92023) expanded: sw [r18 0x0] = r10

Cycle       1772 ----------------------------------------------------
pc:00000770 inst:(00490913) expanded: addi r18 = r18 0x4

Cycle       1773 ----------------------------------------------------
pc:00000774 inst:(ff3412e3) expanded: bne r 8 r19 0xffffffe4

Cycle       1774 ----------------------------------------------------
pc:00000758 inst:(0004a583) expanded: lw r11 = [r 9 0x0]

Cycle       1775 ----------------------------------------------------
pc:0000075c inst:(00042503) expanded: lw r10 = [r 8 0x0]

Cycle       1776 ----------------------------------------------------
pc:00000760 inst:(00440413) expanded: addi r 8 = r 8 0x4

Cycle       1777 ----------------------------------------------------
pc:00000764 inst:(00448493) expanded: addi r 9 = r 9 0x4

Cycle       1778 ----------------------------------------------------
pc:00000768 inst:(f75ff0ef) expanded: jal r 1 0xffffff74

Cycle       1779 ----------------------------------------------------
pc:000006dc inst:(00050613) expanded: addi r12 = r10 0x0

Cycle       1780 ----------------------------------------------------
pc:000006e0 inst:(00000513) expanded: addi r10 = r 0 0x0

Cycle       1781 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1782 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1783 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       1784 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1785 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1786 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1787 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1788 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1789 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1790 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1791 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1792 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1793 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1794 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       1795 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1796 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1797 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1798 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1799 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1800 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       1801 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1802 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1803 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1804 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1805 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1806 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       1807 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1808 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1809 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1810 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1811 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1812 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1813 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1814 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1815 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1816 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1817 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       1818 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1819 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1820 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1821 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1822 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1823 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1824 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1825 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1826 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1827 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1828 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       1829 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1830 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1831 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1832 ----------------------------------------------------
pc:000006fc inst:(00008067) expanded: jalr r 0 [r 1 0x0]

Cycle       1833 ----------------------------------------------------
pc:0000076c inst:(00a92023) expanded: sw [r18 0x0] = r10

Cycle       1834 ----------------------------------------------------
pc:00000770 inst:(00490913) expanded: addi r18 = r18 0x4

Cycle       1835 ----------------------------------------------------
pc:00000774 inst:(ff3412e3) expanded: bne r 8 r19 0xffffffe4

Cycle       1836 ----------------------------------------------------
pc:00000758 inst:(0004a583) expanded: lw r11 = [r 9 0x0]

Cycle       1837 ----------------------------------------------------
pc:0000075c inst:(00042503) expanded: lw r10 = [r 8 0x0]

Cycle       1838 ----------------------------------------------------
pc:00000760 inst:(00440413) expanded: addi r 8 = r 8 0x4

Cycle       1839 ----------------------------------------------------
pc:00000764 inst:(00448493) expanded: addi r 9 = r 9 0x4

Cycle       1840 ----------------------------------------------------
pc:00000768 inst:(f75ff0ef) expanded: jal r 1 0xffffff74

Cycle       1841 ----------------------------------------------------
pc:000006dc inst:(00050613) expanded: addi r12 = r10 0x0

Cycle       1842 ----------------------------------------------------
pc:000006e0 inst:(00000513) expanded: addi r10 = r 0 0x0

Cycle       1843 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1844 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1845 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       1846 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1847 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1848 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1849 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1850 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1851 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1852 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1853 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1854 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1855 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1856 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       1857 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1858 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1859 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1860 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1861 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1862 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1863 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1864 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1865 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1866 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1867 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1868 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1869 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1870 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1871 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1872 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       1873 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1874 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1875 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1876 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1877 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1878 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       1879 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1880 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1881 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1882 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1883 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1884 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       1885 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1886 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1887 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1888 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1889 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1890 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       1891 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1892 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1893 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1894 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1895 ----------------------------------------------------
pc:000006e8 inst:(00068463) expanded: beq r13 r 0 0x8

Cycle       1896 ----------------------------------------------------
pc:000006ec inst:(00c50533) expanded: add r10 = r10 r12

Cycle       1897 ----------------------------------------------------
pc:000006f0 inst:(0015d593) expanded: srli r11 = r11 0x1

Cycle       1898 ----------------------------------------------------
pc:000006f4 inst:(00161613) expanded: slli r12 = r12 0x1

Cycle       1899 ----------------------------------------------------
pc:000006f8 inst:(fe0596e3) expanded: bne r11 r 0 0xffffffec

Cycle       1900 ----------------------------------------------------
pc:000006fc inst:(00008067) expanded: jalr r 0 [r 1 0x0]

Cycle       1901 ----------------------------------------------------
pc:0000076c inst:(00a92023) expanded: sw [r18 0x0] = r10

Cycle       1902 ----------------------------------------------------
pc:00000770 inst:(00490913) expanded: addi r18 = r18 0x4

Cycle       1903 ----------------------------------------------------
pc:00000774 inst:(ff3412e3) expanded: bne r 8 r19 0xffffffe4

Cycle       1904 ----------------------------------------------------
pc:00000758 inst:(0004a583) expanded: lw r11 = [r 9 0x0]

Cycle       1905 ----------------------------------------------------
pc:0000075c inst:(00042503) expanded: lw r10 = [r 8 0x0]

Cycle       1906 ----------------------------------------------------
pc:00000760 inst:(00440413) expanded: addi r 8 = r 8 0x4

Cycle       1907 ----------------------------------------------------
pc:00000764 inst:(00448493) expanded: addi r 9 = r 9 0x4

Cycle       1908 ----------------------------------------------------
pc:00000768 inst:(f75ff0ef) expanded: jal r 1 0xffffff74

Cycle       1909 ----------------------------------------------------
pc:000006dc inst:(00050613) expanded: addi r12 = r10 0x0

Cycle       1910 ----------------------------------------------------
pc:000006e0 inst:(00000513) expanded: addi r10 = r 0 0x0

Cycle       1911 ----------------------------------------------------
pc:000006e4 inst:(0015f693) expanded: andi r13 = r11 0x1

Cycle       1912 ----------------------------------------------------
